1,"02/04/20, 09:07",roll_z_0_1roll_y_0_1roll_y_0_7pitch_y_0_4roll_z_0_4pitch_y_0_1,"[True, True, True, True]","[1.655, 1.692, 2.477, 2.661]",True,2.12,0.163,0.011
2,"02/04/20, 09:07",roll_z_0_1pitch_y_0_4pitch_z_0_4pitch_y_0_4roll_x_0_1pris_z_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
3,"02/04/20, 09:08",roll_z_0_1roll_y_0_4pris_y_0_4roll_x_0_4pitch_y_0_1pitch_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
4,"02/04/20, 09:08",roll_z_0_1roll_y_0_7roll_y_0_1roll_y_0_1pris_y_0_7pitch_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
5,"02/04/20, 09:08",roll_z_0_1pitch_y_0_7pitch_z_0_1pitch_z_0_7pris_x_0_7roll_z_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
6,"02/04/20, 09:08",roll_z_0_1pris_y_0_4pitch_y_0_4pris_x_0_4pitch_x_0_7roll_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
7,"02/04/20, 09:08",roll_z_0_1pris_z_0_4roll_y_0_4pris_z_0_1roll_y_0_1pitch_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
8,"02/04/20, 09:08",roll_z_0_1pitch_y_0_7pitch_z_0_1pitch_z_0_1pitch_z_0_7pris_x_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
9,"02/04/20, 09:09",roll_z_0_1roll_y_0_1pitch_y_0_7pitch_y_0_1pris_x_0_4roll_x_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
10,"02/04/20, 09:09",roll_z_0_1pris_y_0_1pitch_x_0_1pitch_x_0_7roll_z_0_7roll_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
11,"02/04/20, 09:09",roll_z_0_1pris_y_0_4roll_z_0_7roll_y_0_7pris_y_0_4pitch_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
12,"02/04/20, 09:09",roll_z_0_1pris_y_0_4roll_z_0_1roll_y_0_4pris_z_0_4pris_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
13,"02/04/20, 09:09",roll_z_0_1pitch_y_0_4roll_z_0_4pris_y_0_7roll_y_0_4pitch_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
14,"02/04/20, 09:10",roll_z_0_1pitch_y_0_4pitch_x_0_1pris_x_0_4pitch_y_0_4pris_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
15,"02/04/20, 09:10",roll_z_0_1pris_z_0_1roll_y_0_1pris_y_0_4roll_y_0_7pitch_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
16,"02/04/20, 09:10",roll_z_0_1pitch_y_0_7pitch_y_0_4pitch_x_0_7pris_x_0_7pris_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
17,"02/04/20, 09:10",roll_z_0_1pitch_y_0_7pitch_z_0_7pris_z_0_4pitch_x_0_1pitch_z_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
18,"02/04/20, 09:11",roll_z_0_1pitch_y_0_1pitch_y_0_7pitch_x_0_1pitch_z_0_7pitch_y_0_4,"[False, True, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
19,"02/04/20, 09:11",roll_z_0_1pris_y_0_7pitch_z_0_4pris_x_0_4pris_y_0_7pitch_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
20,"02/04/20, 09:11",roll_z_0_1roll_y_0_1pris_y_0_4pris_y_0_4pitch_x_0_4roll_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
21,"02/04/20, 09:11",roll_z_0_1roll_y_0_1pitch_y_0_7pitch_z_0_7pris_y_0_7pitch_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
22,"02/04/20, 09:11",roll_z_0_1pitch_y_0_4pris_y_0_7pris_y_0_1pitch_x_0_1pris_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
23,"02/04/20, 09:11",roll_z_0_1pitch_y_0_1pitch_z_0_4roll_x_0_1pitch_y_0_4pitch_y_0_4,"[True, True, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
24,"02/04/20, 09:12",roll_z_0_1pris_y_0_1roll_y_0_1roll_y_0_4pris_y_0_7pris_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
25,"02/04/20, 09:12",roll_z_0_1pitch_y_0_4pitch_y_0_7pris_x_0_4roll_y_0_4pitch_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
26,"02/04/20, 09:12",roll_z_0_1pitch_y_0_7pitch_y_0_7pitch_z_0_7pris_y_0_4pitch_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
27,"02/04/20, 09:12",roll_z_0_1pris_y_0_7pitch_x_0_7pitch_x_0_7pris_z_0_7pitch_z_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
28,"02/04/20, 09:13",roll_z_0_1pitch_y_0_1roll_z_0_4pitch_y_0_1pitch_y_0_7pris_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
29,"02/04/20, 09:13",roll_z_0_1pris_y_0_4roll_y_0_4pitch_y_0_1roll_y_0_4roll_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
30,"02/04/20, 09:13",roll_z_0_1pitch_y_0_1pitch_y_0_1pris_x_0_7pitch_z_0_4pris_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
31,"02/04/20, 09:13",roll_z_0_1pitch_y_0_7pris_z_0_7pris_x_0_1pitch_y_0_4pris_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
32,"02/04/20, 09:13",roll_z_0_1pris_y_0_7pitch_z_0_7pitch_x_0_7pitch_y_0_7pitch_x_0_4,"[False, False, True, False]","[-1, -1, -1, -1]",False,-1,-1,-1
33,"02/04/20, 09:14",roll_z_0_1pris_y_0_7pitch_y_0_1pris_x_0_7pitch_z_0_7pris_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
34,"02/04/20, 09:14",roll_z_0_1pitch_y_0_4pitch_y_0_7pris_z_0_7pitch_y_0_4pris_z_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
35,"02/04/20, 09:14",roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_x_0_4pitch_y_0_4pris_y_0_1,"[False, False, False, True]","[-1, -1, -1, -1]",False,-1,-1,-1
36,"02/04/20, 09:14",roll_z_0_1roll_y_0_4pitch_y_0_7pitch_x_0_7pitch_x_0_7pris_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
