1,"02/07/20, 07:51",roll_z_0_1pitch_y_0_1pris_z_0_4pris_x_0_7pitch_y_0_1roll_z_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
2,"02/07/20, 07:51",roll_z_0_1pitch_y_0_7pitch_x_0_4pitch_z_0_4pris_y_0_4pitch_z_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
3,"02/07/20, 07:52",roll_z_0_1roll_y_0_1pris_z_0_1roll_y_0_7pris_y_0_1roll_x_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
4,"02/07/20, 07:52",roll_z_0_1pris_y_0_7pitch_x_0_1roll_y_0_7pitch_y_0_7roll_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
5,"02/07/20, 07:52",roll_z_0_1pris_z_0_1roll_y_0_1pitch_y_0_4pitch_y_0_7pris_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
6,"02/07/20, 07:52",roll_z_0_1pris_z_0_1pitch_y_0_7pitch_y_0_4pitch_x_0_4pris_x_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
7,"02/07/20, 07:52",roll_z_0_1pris_y_0_1roll_y_0_4pris_z_0_7pitch_y_0_4roll_z_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
8,"02/07/20, 07:53",roll_z_0_1pitch_y_0_1pris_x_0_4pitch_y_0_7pitch_y_0_7pris_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
9,"02/07/20, 07:53",roll_z_0_1pitch_y_0_4pitch_z_0_1pitch_x_0_4pris_y_0_7pitch_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
10,"02/07/20, 07:53",roll_z_0_1pris_y_0_4roll_y_0_1pris_y_0_4pris_x_0_7roll_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
11,"02/07/20, 07:53",roll_z_0_1pris_y_0_1roll_z_0_4roll_y_0_1pitch_y_0_7roll_z_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
12,"02/07/20, 07:54",roll_z_0_1roll_y_0_7pris_y_0_4pitch_y_0_7pris_z_0_7pris_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
13,"02/07/20, 07:54",roll_z_0_1pris_y_0_7pris_x_0_7pitch_y_0_4roll_x_0_7pris_z_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
14,"02/07/20, 07:54",roll_z_0_1pitch_y_0_7pitch_y_0_1pris_x_0_7pris_y_0_7pitch_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
15,"02/07/20, 07:54",roll_z_0_1pris_y_0_1roll_x_0_4pitch_y_0_7pitch_x_0_4pitch_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
16,"02/07/20, 07:55",roll_z_0_1pris_y_0_1pris_y_0_4roll_z_0_7pitch_y_0_4pris_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
17,"02/07/20, 07:55",roll_z_0_1pris_y_0_4pitch_z_0_7pitch_x_0_4roll_x_0_7pris_z_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
18,"02/07/20, 07:55",roll_z_0_1pitch_y_0_7pitch_z_0_1roll_z_0_1pitch_y_0_1roll_x_0_4,"[True, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
19,"02/07/20, 07:55",roll_z_0_1pitch_y_0_7pris_x_0_7pris_x_0_7pitch_z_0_7pris_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
20,"02/07/20, 07:56",roll_z_0_1pitch_y_0_4pitch_z_0_1pitch_y_0_1pris_z_0_1roll_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
21,"02/07/20, 07:56",roll_z_0_1pitch_y_0_4pitch_y_0_4pris_z_0_1pitch_z_0_7pitch_z_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
22,"02/07/20, 07:56",roll_z_0_1pris_y_0_4pris_x_0_4roll_z_0_7pitch_y_0_4pris_x_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
23,"02/07/20, 07:56",roll_z_0_1pitch_y_0_7pitch_x_0_4pitch_x_0_1pitch_z_0_4roll_z_0_1,"[True, False, False, True]","[-1, -1, -1, -1]",False,-1,-1,-1
24,"02/07/20, 07:57",roll_z_0_1pitch_y_0_4pitch_x_0_7pris_y_0_7roll_x_0_7roll_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
