1,"14/04/20, 18:17",roll_z_0_1pris_y_0_7pitch_z_0_7pitch_x_0_7pitch_x_0_4pitch_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
2,"14/04/20, 18:17",roll_z_0_1pris_y_0_7pitch_y_0_4roll_y_0_7pitch_y_0_4pitch_z_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
3,"14/04/20, 18:17",roll_z_0_1pris_y_0_4pitch_z_0_7roll_y_0_4pitch_y_0_1roll_z_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
4,"14/04/20, 18:17",roll_z_0_1pris_y_0_4roll_y_0_7pris_y_0_4pris_y_0_7roll_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
5,"14/04/20, 18:18",roll_z_0_1pris_y_0_1pitch_y_0_4pitch_y_0_4pris_x_0_4pitch_x_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
6,"14/04/20, 18:18",roll_z_0_1pitch_y_0_4pris_x_0_4pitch_x_0_1pitch_x_0_1pitch_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
7,"14/04/20, 18:18",roll_z_0_1pris_z_0_4roll_y_0_4pitch_y_0_4roll_x_0_1pris_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
8,"14/04/20, 18:18",roll_z_0_1pris_y_0_7pitch_y_0_4pitch_y_0_4pris_x_0_7roll_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
9,"14/04/20, 18:18",roll_z_0_1roll_y_0_1pris_y_0_4roll_z_0_4roll_y_0_1pris_z_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
10,"14/04/20, 18:19",roll_z_0_1pitch_y_0_4pitch_y_0_1pris_z_0_4pris_y_0_7pitch_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
11,"14/04/20, 18:19",roll_z_0_1pris_y_0_1pitch_y_0_1pitch_x_0_1pitch_x_0_4pris_z_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
12,"14/04/20, 18:19",roll_z_0_1pris_y_0_7roll_y_0_1pris_y_0_7pitch_x_0_7pitch_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
13,"14/04/20, 18:19",roll_z_0_1pitch_y_0_4pitch_y_0_7pitch_x_0_7roll_z_0_4pitch_y_0_7,"[True, False, False, True]","[-1, -1, -1, -1]",False,-1,-1,-1
14,"14/04/20, 18:20",roll_z_0_1pitch_y_0_7pris_x_0_1pitch_y_0_7pris_x_0_7pris_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
15,"14/04/20, 18:20",roll_z_0_1pitch_y_0_7pitch_y_0_7roll_y_0_1pris_y_0_1pris_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
16,"14/04/20, 18:20",roll_z_0_1pris_y_0_1pitch_x_0_4pitch_z_0_1pitch_x_0_4roll_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
17,"14/04/20, 18:20",roll_z_0_1roll_y_0_7pris_y_0_7pitch_y_0_7pitch_y_0_4pitch_x_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
18,"14/04/20, 18:20",roll_z_0_1pitch_y_0_4pris_z_0_1roll_z_0_4pris_y_0_1roll_z_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
19,"14/04/20, 18:21",roll_z_0_1pitch_y_0_1pitch_y_0_4pitch_x_0_7pris_y_0_4pitch_y_0_1,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
20,"14/04/20, 18:21",roll_z_0_1pitch_y_0_4pitch_y_0_1pitch_z_0_4pris_y_0_1roll_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
21,"14/04/20, 18:21",roll_z_0_1pitch_y_0_7pitch_z_0_1pitch_x_0_1pris_x_0_1roll_y_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
22,"14/04/20, 18:21",roll_z_0_1pitch_y_0_4pitch_y_0_4pitch_y_0_7pris_y_0_1roll_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
23,"14/04/20, 18:22",roll_z_0_1roll_y_0_4pitch_y_0_1pris_y_0_1roll_x_0_7roll_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
24,"14/04/20, 18:22",roll_z_0_1pitch_y_0_1pitch_x_0_7pris_y_0_1pris_x_0_1pris_x_0_7,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
25,"14/04/20, 18:22",roll_z_0_1roll_y_0_1pitch_y_0_1pitch_y_0_1pitch_z_0_7pitch_y_0_1,"[True, False, False, True]","[-1, -1, -1, -1]",False,-1,-1,-1
26,"14/04/20, 18:22",roll_z_0_1pitch_y_0_4pris_y_0_7pitch_z_0_4roll_x_0_1roll_y_0_4,"[False, False, False, False]","[-1, -1, -1, -1]",False,-1,-1,-1
